"SATCO PRODUCTS - NUVO LIGHTING - PRICE FILE AS OF NOVEMBER 3, 2025",,,,,,,,,
ALL ITEMS QUOTED ARE SUBJECT TO A PRICE CHANGE SHOULD IMPORT TARIFFS INCREASE.,,,,,,,,,
ITEM,DESCRIPTION,INN PK,CASE PK,EA $,CASE$,MOQ,Each UPC Code,IMAP$,ITEM-EDI SKU
80-1032,On-Off Push Thru Socket; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Brass Finish; 660W; 250V; Uno Thread,,250,$6.70,$6.40,,045923810329,No IMAP,80/1032
80-1033,On-Off Push Thru Socket; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Nickel Finish; 660W; 250V; Uno Thread,,100,$6.75,$6.45,,045923810336,No IMAP,80/1033
80-1034,3 Way (2 Circuit) Turn Knob Socket with Removable Knob,,100,$7.10,$6.85,,045923810343,No IMAP,80/1034
80-1035,3 Way (2 Circuit) Turn Knob Socket with Removable Knob,,100,$7.10,$6.85,,045923810350,No IMAP,80/1035
80-1036,On-Off Pull Chain Socket; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Brass Finish; 660W; 250V; Uno Thread,,100,$7.10,$6.80,,045923810367,No IMAP,80/1036
80-1037,On-Off Pull Chain Socket; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Nickel Finish; 660W; 250V; Uno Thread,,100,$7.20,$6.85,,045923810374,No IMAP,80/1037
80-1038,Short Keyless Socket; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Brass Finish; 660W; 250V; Uno Thread,,100,$6.30,$5.80,,045923810381,No IMAP,80/1038
80-1039,Short Keyless Socket; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Nickel Finish; 660W; 250V; Uno Thread,,100,$6.20,$5.70,,045923810398,No IMAP,80/1039
80-1040,On-Off Turn Knob Socket With Removable Knob; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Brass Finish; 250W; 250V; Uno Thread,,100,$6.95,$6.65,,045923810404,No IMAP,80/1040
80-1041,On-Off Turn Knob Socket with Removable Knob; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Nickel Finish; 250W; 250V; Uno Thread,,100,$6.95,$6.60,,045923810411,No IMAP,80/1041
80-1042,150W Full Range Turn Knob Dimmer Socket; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Brass Finish; 120V,,100,$14.00,$12.70,,045923810428,No IMAP,80/1042
80-1043,150W Full Range Turn Knob Dimmer Socket; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Nickel Finish; 120V,,100,$14.05,$12.75,,045923810435,No IMAP,80/1043
80-1044,150W Full Range Turn Knob Dimmer Socket; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Brass Finish; 120V; Uno Thread,,100,$15.40,$14.10,,045923810442,No IMAP,80/1044
80-1045,150W Full Range Turn Knob Dimmer Socket; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Nickel Finish; 120V; Uno Thread,,100,$15.30,$14.00,,045923810459,No IMAP,80/1045
80-1046,3 Way (2 Circuit) Turn Knob Socket with Matching Finish Removable Knob,,100,$14.15,$13.90,,045923810466,No IMAP,80/1046
80-1047,3 Way (2 Circuit) Turn Knob Socket with Matching Finish Removable Knob,,100,$14.25,$14.00,,045923810473,No IMAP,80/1047
80-1048,3 Way (2 Circuit) Turn Knob Socket with Matching Finish Removable Knob,,100,$15.55,$15.00,,045923810480,No IMAP,80/1048
80-1049,3 Way (2 Circuit) Turn Knob Socket with Matching Finish Removable Knob,,100,$15.45,$14.85,,045923810497,No IMAP,80/1049
80-1050,3 Way (2 Circuit) Turn Knob Socket with Matching Finish Removable Knob,,100,$15.45,$14.85,,045923810503,No IMAP,80/1050
80-1051,8 Way (2 Circuit) Turn Knob Socket with Matching Finish Removable Knob,,100,$15.45,$14.85,,045923810510,No IMAP,80/1051
80-1052,On-Off Pull Chain Socket; 1/8 IPS; 4 Piece Stamped Solid Brass; Polished Brass Finish; 660W; 250V,,100,$15.60,$15.00,,045923810527,No IMAP,80/1052
80-1053,On-Off Pull Chain Socket; 1/8 IPS; 4 Piece Stamped Solid Brass; Polished Nickel Finish; 660W; 250V,,100,$15.40,$14.80,,045923810534,No IMAP,80/1053
80-1054,Short Keyless Socket; 1/8 IPS; 4 Piece Stamped Solid Brass; Polished Brass Finish; 660W; 250V,,100,$13.10,$12.75,,045923810541,No IMAP,80/1054
80-1055,Short Keyless Socket; 1/8 IPS; 4 Piece Stamped Solid Brass; Polished Nickel Finish; 660W; 250V,,100,$13.10,$12.75,,045923810558,No IMAP,80/1055
80-1056,Short Keyless Socket; 1/8 IPS; 4 Piece Stamped Solid Brass; Polished Brass Finish; 660W; 250V; Uno Thread,,100,$14.45,$14.10,,045923810565,No IMAP,80/1056
80-1057,Short Keyless Socket; 1/8 IPS; 4 Piece Stamped Solid Brass; Polished Nickel Finish; 660W; 250V; Uno Thread,,100,$14.45,$14.10,,045923810572,No IMAP,80/1057
80-1058,On-Off Turn Knob Socket with Matching Finish Removable Knob,,100,$14.05,$13.70,,045923810589,No IMAP,80/1058
80-1059,On-Off Turn Knob Socket with Matching Finish Removable Knob,,100,$14.05,$13.70,,045923810596,No IMAP,80/1059
80-1060,On-Off Turn Knob Socket with Matching Finish Removable Knob,,100,$15.35,$15.00,,045923810602,No IMAP,80/1060
80-1061,On-Off Turn Knob Socket with Matching Finish Removable Knob,,100,$15.25,$14.90,,045923810619,No IMAP,80/1061
80-1062,On-Off Turn Knob Socket with Matching Finish Removable Knob,,100,$15.25,$14.90,,045923810626,No IMAP,80/1062
80-1063,On-Off Turn Knob Socket with Matching Finish Removable Knob,,100,$15.30,$14.95,,045923810633,No IMAP,80/1063
80-1064,150W Full Range Turn Knob Dimmer Socket With Removable Knob; 1/8 IPS; 4 Piece Stamped Solid Brass; Polished Brass Finish; 120V,,100,$21.25,$20.60,,045923810640,No IMAP,80/1064
80-1065,150W Full Range Turn Knob Dimmer Socket With Removable Knob; 1/8 IPS; 4 Piece Stamped Solid Brass; Polished Nickel Finish; 120V,,100,$21.35,$20.70,,045923810657,No IMAP,80/1065
80-1066,150W Full Range Turn Knob Dimmer Socket with Uno Thread,,100,$23.50,$22.85,,045923810664,No IMAP,80/1066
80-1067,150W Full Range Turn Knob Dimmer Socket with Uno Thread,,100,$23.30,$22.65,,045923810671,No IMAP,80/1067
80-1068,1/8 IP Cap with Metal Bushing Less Set Screw,,100,$3.70,$3.45,,045923810688,No IMAP,80/1068
80-1069,"3 Terminal 2 Circuit Turn Knob,1/8 IP Cap with Metal Bushing",,100,$3.35,$3.10,,045923810695,No IMAP,80/1069
80-1070,On-Off Turn Knob With Full Uno Thread And Ring; Phenolic; 1/8 IP Cap With Metal Bushing; Less Set Screw; 250W; 250V,,100,$2.95,$2.70,,045923810701,No IMAP,80/1070
80-1071,Push Thru With Full Uno Thread And Ring; Phenolic; 1/8 IP Cap With Metal Bushing; Less Set Screw; 660W; 250V,,100,$2.95,$2.70,,045923810718,No IMAP,80/1071
80-1072,Short Keyless With Full Uno Thread And Ring; Phenolic; 1/8 IP Cap With Plastic Bushing; Less Set Screw; 660W; 250V,,100,$2.75,$2.50,,045923810725,No IMAP,80/1072
80-1073,Keyless Threaded Porcelain Socket With Cap And Ring; 1/8 IPS; CSSNP Screw Shell; Glazed; 660W; 250V; 200 Bulk Master,,200,$3.25,$3.00,,045923810732,No IMAP,80/1073
80-1074,"White Die Cast Ring for Threaded Socket; 1-1/2"" Inner Diameter; 2"" Outer Diameter",,200,$1.35,$1.30,,045923810749,No IMAP,80/1074
80-1075,Keyless Threaded Porcelain Socket With Cap And Ring; 1/4 IPS; CSSNP Screw Shell; Glazed; 660W; 250V; 200/10 Master,,200,$3.55,$3.30,,045923810756,No IMAP,80/1075
80-1076,"Metal Ring for Threaded Socket; 2-1/4"" Diameter; 1-1/2"" Inner Diameter; 2-1/4"" Outer Diameter",,200,$0.45,$0.40,,045923810763,No IMAP,80/1076
80-1077,"Threaded Socket With Ring; 1/8 IP Hickey; Screw Terminals; 2"" Overall Height; 1-1/4"" Diameter; 2-1/8"" Outside Ring; 660W; 250V",,200,$2.50,$2.25,,045923810770,No IMAP,80/1077
80-1078,Keyless Porcelain Socket With Metal 1/4 IPS Cap; CSSNP Screw Shell; Glazed; 660W; 250V; 200 Bulk Master,,200,$3.50,$3.25,,045923810787,No IMAP,80/1078
80-1080,Twin Porcelain Socket With Double Bushing Strap; Glazed; 660W; 250V; 100 Bulk Master,,100,$5.30,$4.90,,045923810800,No IMAP,80/1080
80-1081,Twin 2 Circuit Porcelain Socket With Single 1/8 IPS Bushing Cap; 24 in. AWM 150C Leads; CSSNP Screw Shell; Glazed; 660W; 250V,,100,$6.75,$6.45,,045923810817,No IMAP,80/1081
80-1082,3-Light Porcelain Socket With 1/8 IP Slip Hole With Metal Strap; 24 in. AWM 150C Leads; Aluminum Screw Shell; Glazed; 660W; 250V,,50,$6.45,$6.10,,045923810824,No IMAP,80/1082
80-1083,Porcelain Socket With Side Outlet And Bushing; 1/8 IPS Bushing; CSSNP Screw Shell; Glazed; 660W; 250V; 200 Bulk Master,,200,$3.65,$3.40,,045923810831,No IMAP,80/1083
80-1087,Phenolic Candelabra Sockets with Paper Liner,,250,$1.90,$1.80,,045923810879,No IMAP,80/1087
80-1088,Phenolic Candelabra Sockets with Paper Liner,,250,$1.90,$1.75,,045923810886,No IMAP,80/1088
80-1089,Phenolic Candelabra Sockets with Paper Liner,,250,$2.50,$2.40,,045923810893,No IMAP,80/1089
80-1090,Candelabra - Porcelain Sockets w/Paper Liner,,250,$2.30,$2.10,,045923810909,No IMAP,80/1090
80-1091,Candelabra - Porcelain Sockets w/Paper Liner,,250,$2.50,$2.25,,045923810916,No IMAP,80/1091
80-1092,Candelabra - Porcelain Sockets w/Paper Liner,,250,$3.05,$2.80,,045923810923,No IMAP,80/1092
80-1093,"Phenolic Candelabra Base Socket With Spring Clip; 3/4"" Diameter; 1"" Hole Size; 24"" AWM B/W Leads 105C; 75W; 125V",,250,$1.95,$1.70,,045923810930,No IMAP,80/1093
80-1094,Candelabra European Style Socket; Brown Phenolic; 4 Piece; Full Uno Thread and Ring; 1/8 IP Screw Terminals; 75W; 125V,,250,$2.60,$2.35,,045923810947,No IMAP,80/1094
80-1095,Candelabra European Style Socket; 4 Piece; 1/2 Uno Thread And Ring With Shoulder; 1/8 IP Screw Terminals; 75W; 125V,,250,$2.60,$2.35,,045923810954,No IMAP,80/1095
80-1097,Keyless Porcelain One Piece Sign Socket; Top 2 #8-32 Flange/Bushing; CSSNP Screw Shell; Glazed; 660W; 250V,,100,$3.90,$3.65,,045923810978,No IMAP,80/1097
80-1098,3-Way (2 Circuit) Turn Knob Socket With Removable Knob; 1/8 IPS; Aluminum; Nickel Finish; 250W; 250V; With Set Screw,,250,$2.90,$2.65,,045923810985,No IMAP,80/1098
80-1099,On-Off Pull Chain Socket; 1/8 IPS; Aluminum; Nickel Finish; 660W; 250V; With Set Screw,,250,$3.30,$3.05,,045923810992,No IMAP,80/1099
80-1100,Short Keyless Socket; 1/8 IPS; Aluminum; Nickel Finish; 660W; 250V; With Set Screw,,250,$2.60,$2.40,,045923811005,No IMAP,80/1100
80-1101,On-Off Turn Knob Socket With Removable Knob; 1/8 IPS; Nickel Finish; 250W; 250V; With Set Screw,,250,$2.60,$2.45,,045923811012,No IMAP,80/1101
80-1103,"Keyless Porcelain Mogul Socket, Fiber Gasket Mounting Screws Held Captive, 2 Wireways, Lug Leads",,50,$14.35,$13.35,,045923811036,No IMAP,80/1103
80-1104,"3-Way Turn Knob, 1/8 IP Cap w/Metal Bushing Less Set Screw",,100,$3.20,$2.95,,045923811043,No IMAP,80/1104
80-1105,"Brass On-Off Pull Chain, 1/8 IP Cap w/Metal Bushing Less Set Screw",,100,$3.55,$3.30,,045923811050,No IMAP,80/1105
80-1106,"Push-Thru, 1/8 IP Cap w/Metal Bushing Less Set Screw",,100,$2.85,$2.60,,045923811067,No IMAP,80/1106
80-1107,"3 Terminal - 2 Circuit Turn Knob, 1/8 IP Cap w/Metal Bushing Less Set Screw",,100,$3.35,$3.10,,045923811074,No IMAP,80/1107
80-1108,"Socket; Medium base; Brass on-off pull chain, 1/8 IP cap with metal bushing less set screw",,100,$3.40,$3.30,,045923811081,No IMAP,80/1108
80-1109,3-Way Turn Knob w/Metal Bushing Less Set Screw,,100,$2.95,$2.70,,045923811098,No IMAP,80/1109
80-1110,"Push Thru Socket; Phenolic; Smooth; 1/8 IP Cap With Metal Bushing; Less Set Screw; 2-7/8"" Height; 1-1/4"" Diameter; 660W; 250V",,100,$2.70,$2.55,,045923811104,No IMAP,80/1110
80-1111,1/8 IP Cap w/Plastic Bushing,,100,$2.50,$2.35,,045923811111,No IMAP,80/1111
80-1112,On-Off Turn Knob 1/8 IP Cap w/Metal Bushing Less Set Screw,,100,$2.70,$2.55,,045923811128,No IMAP,80/1112
80-1113,Keyless Porcelain Socket; 1/4 IPS Cap With Set Screw; 20 in. AWM B/W 150C W/ Grid; CSSNP Screw Shell; Glazed; 660W; 250V,,100,$4.50,$4.25,,045923811135,No IMAP,80/1113
80-1120,Keyless Medium Base Surface Mount Porcelain Socket w/2 Bushings,,150,$3.50,$3.15,,045923811203,No IMAP,80/1120
80-1124,"On-Off Metal Push Switch; 3/8"" Metal Bushing; Single Circuit; 6A-125V, 3A-250V Rating; Brass Finish",50,250,$3.15,$2.90,,045923811241,No IMAP,80/1124
80-1125,"On-Off Metal Push Switch; 3/8"" Metal Bushing; Single Circuit; 6A-125V, 3A-250V Rating; Nickel Finish",,250,$3.15,$2.85,,045923811258,No IMAP,80/1125
80-1126,"On-Off Metal Push Switch; 5/8"" Metal Bushing; Single Circuit; 6A-125V, 3A-250V Rating; Brass Finish",,250,$3.40,$3.15,,045923811265,No IMAP,80/1126
80-1127,"On-Off Metal Push Switch; 5/8"" Metal Bushing; Single Circuit; 6A-125V, 3A-250V Rating; Nickel Finish",,250,$3.40,$3.15,,045923811272,No IMAP,80/1127
80-1128,"3-Way Metal Push Switch; 3/8"" Metal Bushing; 2 Circuit; 4 Position (L-1, L-2, L1-2, Off); 6A-125V, 3A-250V Rating; Brass Finish",,250,$3.45,$3.15,,045923811289,No IMAP,80/1128
80-1129,"3-Way Metal Push Switch; 3/8"" Metal Bushing; 2 Circuit; 4 Position (L-1, L-2, L1-2, Off); 6A-125V, 3A-250V Rating; Nickel Finish",,250,$3.50,$3.25,,045923811296,No IMAP,80/1129
80-1130,"3-Way Metal Push Switch; 5/8"" Metal Bushing; 2 Circuit; 4 Position (L-1, L-2, L1-2, Off); 6A-125V, 3A-250V Rating; Brass Finish",,250,$3.70,$3.45,,045923811302,No IMAP,80/1130
80-1131,"3-Way Metal Push Switch; 5/8"" Metal Bushing; 2 Circuit; 4 Position (L-1, L-2, L1-2, Off); 6A-125V, 3A-250V Rating; Nickel Finish",,250,$3.70,$3.45,,045923811319,No IMAP,80/1131
80-1132,"On-Off Metal Rotary Switch; 3/8"" Metal Bushing; Single Circuit; 6A-125V, 3A-250V Rating; Brass Finish",,250,$2.85,$2.60,,045923811326,No IMAP,80/1132
80-1133,"On-Off Metal Rotary Switch; 3/8"" Metal Bushing; Single Circuit; 6A-125V, 3A-250V Rating; Nickel Finish",,250,$2.85,$2.60,,045923811333,No IMAP,80/1133
80-1134,"On-Off Metal Rotary Switch; 5/8"" Metal Bushing; Single Circuit; 6A-125V, 3A-250V Rating; Brass Finish",,250,$3.15,$2.90,,045923811340,No IMAP,80/1134
80-1135,"On-Off Metal Rotary Switch; 5/8"" Metal Bushing; Single Circuit; 6A-125V, 3A-250V Rating; Nickel Finish",,250,$3.15,$2.90,,045923811357,No IMAP,80/1135
80-1136,"3-Way Metal Rotary Switch, Metal Bushing, 2 Circuit, 4 Position(L-1, L-2, L1-2, Off). Rated: 6A-125V, 3A-250V",50,250,$3.20,$2.95,,045923811364,No IMAP,80/1136
80-1137,"3-Way Metal Rotary Switch, Metal Bushing, 2 Circuit, 4 Position(L-1, L-2, L1-2, Off). Rated: 6A-125V, 3A-250V",,250,$3.15,$2.90,,045923811371,No IMAP,80/1137
80-1138,"3-Way Metal Rotary Switch, Metal Bushing, 2 Circuit, 4 Position(L-1, L-2, L1-2, Off). Rated: 6A-125V, 3A-250V",,250,$3.45,$3.20,,045923811388,No IMAP,80/1138
80-1139,"3-Way Metal Rotary Switch, Metal Bushing, 2 Circuit, 4 Position(L-1, L-2, L1-2, Off). Rated: 6A-125V, 3A-250V",,250,$3.25,$3.00,,045923811395,No IMAP,80/1139
80-1140,"Hi-Low Metal Rotary Switch With Diode; 2 Circuit; 6A-125V, 3A-250V Rating; On-Off Function; Brass Finish",,100,$4.20,$3.95,,045923811401,No IMAP,80/1140
80-1141,"On-Off Phenolic Rocker Switch With White Dot; On-Off Function; Black Finish; Snap Bushing; 6"" Leads; 15A-125V, 10A-250V Rating",,100,$2.25,$2.15,,045923811418,No IMAP,80/1141
80-1142,"3 Wire, 2 Pole Snap-In Convenience Outlet, Opening Size: 1"" x 1"" x 1"" Rated: 15A-125V",,100,$2.20,$2.05,,045923811425,No IMAP,80/1142
80-1145,Phenolic Candelabra Sockets with Leads,,250,$1.40,$1.25,,045923811456,No IMAP,80/1145
80-1146,Phenolic Candelabra Sockets with Leads,,250,$1.70,$1.55,,045923811463,No IMAP,80/1146
80-1148,Phenolic Candelabra Sockets with Leads,,250,$2.25,$2.10,,045923811487,No IMAP,80/1148
80-1149,Keyless Porcelain One Piece Sign Socket; Center / 2 #8-32 Flange/Bushing; CSSNP Screw Shell; Glazed; 660W; 600V,,250,$3.05,$2.80,,045923811494,No IMAP,80/1149
80-1150,Keyless Porcelain Socket With Phenolic 1/8 IPS Cap; With One Screw; CSSNP Screw Shell; Unglazed; 660W; 250V,,250,$2.85,$2.55,,045923811500,No IMAP,80/1150
80-1151,"Phenolic Candelabra Base Socket With Spring Clip; 3/4"" Diameter; 1"" Hole Size; White Wire; 24"" 18/2 SPT-1 White 105C; 75W; 125V",,250,$2.10,$1.85,,045923811517,No IMAP,80/1151
80-1155,"Keyless Porcelain Socket; Unglazed With Wireway; 8-1/2"" AWM B/W 105C; 1 Bushing Mount; Bronze Screw Shell; Unglazed; 660W; 250V",,200,$2.35,$2.10,,045923811555,No IMAP,80/1155
80-1157,Porcelain Bottom Turn Knob Socket; Turn Knob Switch; CSSNP Screw Shell; Unglazed; 660W; 250V,,100,$3.75,$3.50,,045923811579,No IMAP,80/1157
80-1158,3-Way (2 Circuit) Turn Knob Socket With Removable Knob; 1/8 IPS; Aluminum; Brite Gilt Finish; 250W; 250V; Push-In Terminal,,500,$2.70,$2.45,,045923811586,No IMAP,80/1158
80-1159,On-Off Turn Knob Socket With Removable Knob; 1/8 IPS; Aluminum; Brite Gilt Finish; 250W; 250V; Push-In Terminal,,500,$2.50,$2.35,,045923811593,No IMAP,80/1159
80-1161,"Steel ""S"" Cluster For Medium or Candelabra; Unfinished; No Wire; 7"" Centers; 1/8 IP Top and 1/4 IP Bottom",,100,$5.25,$5.00,,045923811616,No IMAP,80/1161
80-1162,"Steel ""S"" Cluster For Medium or Candelabra; Brite Gilt Finish; No Wire; 7"" Centers; 1/8 IP Top and 1/4 IP Bottom",,100,$6.75,$6.50,,045923811623,No IMAP,80/1162
80-1163,"Step-On-Button On/Off Push Switch; 2A-125V, 1A-125V, 1A-250V Rating; (Terminal) Length; No Wire; Black Finish",,100,$4.55,$4.15,,045923811630,No IMAP,80/1163
80-1166,"Full Range Table Lamp Dimmer Switch; Black Phenolic Housing; 300W Dimmer; Indoor Use Only; 2"" x 1-1/4"" x 1-1/8""; 12"" Leads; 120V",,250,$7.95,$7.30,,045923811661,No IMAP,80/1166
80-1167,Full Range Socket Dimmer Medium Base Candle Socket w/Paper Liner 150W Full Range w/Removable Black Knob,,250,$14.55,$13.85,,045923811678,No IMAP,80/1167
80-1175,3-Way (2 Circuit) Keyless Socket; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Brass Finish; 660W; 250V,,250,$7.00,$6.70,,045923811753,No IMAP,80/1175
80-1176,3-Way (2 Circuit) Keyless Socket; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Nickel Finish; 660W; 250V,,250,$7.00,$6.65,,045923811760,No IMAP,80/1176
80-1177,Short Keyless Socket; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Brass Finish; 660W; 250V; With Set Screw,,100,$5.15,$4.90,,045923811777,No IMAP,80/1177
80-1178,Short Keyless Socket; 1/8 IPS; 3 Piece Stamped Solid Brass; Polished Nickel Finish; 660W; 250V; With Set Screw,,100,$5.25,$5.00,,045923811784,No IMAP,80/1178
80-1179,On-Off Turn Knob Socket w/Removable Knob,,100,$6.25,$5.90,,045923811791,No IMAP,80/1179
80-1180,On-Off Turn Knob Socket w/Removable Knob,,250,$6.25,$5.90,,045923811807,No IMAP,80/1180
80-1181,"1/2"" Finial; Zinc Die Cast 1/4-27; Polished Brass Finish",,1000,$0.48,$0.44,,045923811814,No IMAP,80/1181
80-1182,"1/2"" Finial; Zinc Die Cast 1/4-28; Nickel Finish",,1000,$0.48,$0.44,,045923811821,No IMAP,80/1182
80-1183,"Steel Candle Cup; 7/16"" Hole; 17/8"" Height; 1"" Diameter; Brass Plated",,500,$1.25,$1.20,,045923811838,No IMAP,80/1183
80-1184,"Steel Candle Cup; 7/16"" Hole; 17/8"" Height; 1"" Diameter; Nickel Plated",,500,$1.25,$1.20,,045923811845,No IMAP,80/1184
80-1185,"Steel Candle Cup; 7/16"" Hole; 17/8"" Height; 1"" Diameter; Unfinished",,500,$0.64,$0.60,,045923811852,No IMAP,80/1185
80-1186,"Steel Candle Cup; 7/16"" Hole; 3"" Height; 1"" Diameter; Brass Plated",,100,$2.00,$1.85,,045923811869,No IMAP,80/1186
80-1187,"Steel Candle Cup; 7/16"" Hole; 3"" Height; 1"" Diameter; Unfinished",,100,$1.60,$1.50,,045923811876,No IMAP,80/1187
80-1188,On-Off Pull Chain Socket; 1/8 IPS; Aluminum; Brite Gilt Finish; 660W; 250V; With Set Screw,,500,$3.35,$3.10,,045923811883,No IMAP,80/1188
80-1189,"Twin Keyless with 14"" 18/2 SPT-2 105C Clear Gold Wire Wire-18 AWM 105C 7"" Centers; 1/8 IP Top and 1/8 IP Bottom",,50,$21.05,$20.35,,045923811890,No IMAP,80/1189
80-1190,3 Way (2 Circuit) Turn Knob Socket w/Removable Knob,,100,$7.10,$6.75,,045923811906,No IMAP,80/1190
80-1191,3 Way (2 Circuit) Turn Knob Socket w/Removable Knob,,100,$7.05,$6.70,,045923811913,No IMAP,80/1191
80-1192,3-Way (2 Circuit) Turn Knob Socket With Removable Knob; 1/8 IPS; Aluminum; Brite Gilt Finish; 250W; 250V; With Set Screw,,250,$2.90,$2.60,,045923811920,No IMAP,80/1192
80-1193,On-Off Turn Knob Socket With Removable Knob; 1/8 IPS; Aluminum; Brite Gilt Finish; 250W; 250V; With Set Screw,,500,$2.65,$2.45,,045923811937,No IMAP,80/1193
80-1194,Short Keyless Socket; 1/8 IPS; Aluminum; Brite Gilt Finish; 660W; 250V; With Set Screw,,250,$2.60,$2.40,,045923811944,No IMAP,80/1194
80-1195,3-Way (2 Circuit) Keyless Socket; 1/8 IPS; 4 Piece Stamped Solid Brass; Polished Brass Finish; 660W; 250V,,100,$16.05,$15.70,,045923811951,No IMAP,80/1195
80-1196,3-Way (2 Circuit) Keyless Socket; 1/8 IPS; 4 Piece Stamped Solid Brass; Polished Nickel Finish; 660W; 250V,,100,$15.75,$15.45,,045923811968,No IMAP,80/1196
80-1197,Socket Saddle Protector; Steel U-Bracket; Unfinished,,100,$0.32,$0.30,,045923811975,No IMAP,80/1197
80-1198,"Phenolic Candelabra Base Socket With Spring Clip; 3/4"" Diameter; 1"" Hole Size; 6"" AWM B/W Leads 105C; 75W; 125V; Ivory Finish",,250,$1.40,$1.25,,045923811982,No IMAP,80/1198
80-1202,"Keyless Porcelain Socket; 1/8 IP Cap; With Set Screw; 61"" AWM B/W 150C; CSSNP Screw Shell; Unglazed; 660W; 250V",,100,$7.15,$6.80,,045923812026,No IMAP,80/1202
80-1204,"Steel Check Ring; Straight Edge; 1/8 IP Slip; Unfinished; 3-3/4"" Diameter",,1000,$1.10,$1.05,,045923812040,No IMAP,80/1204
80-1205,"Steel Check Ring; Straight Edge; 1/8 IP Slip; Unfinished; 4-1/4"" Diameter",,1000,$1.60,$1.50,,045923812057,No IMAP,80/1205
80-1210,Aluminum Cap With Paper Liner; 1/4 IP Less Set Screw; Brite Gilt Finish,100,500,$1.00,$0.95,,045923812101,No IMAP,80/1210
80-1211,Aluminum Cap With Paper Liner; 1/4 IP Less Set Screw; Brite Gilt Finish,,500,$1.05,$0.99,,045923812118,No IMAP,80/1211
80-1212,"Keyless Porcelain Socket With Adapter And Double Snap-In Clip; 10"" AWM B/W 150C Leads, CSSNP Screw Shell; Unglazed; 660W; 250V",,100,$4.20,$3.90,,045923812125,No IMAP,80/1212
80-1214,Keyless Porcelain Socket With 1/8 IPS Metal Cap; Glazed; 660W; 250V; 200 Bulk Master,,200,$2.95,$2.70,,045923812149,No IMAP,80/1214
80-1215,Aluminum Cap With Paper Liner; 1/8 IP Less Set Screw; Nickel Finish,,500,$0.78,$0.73,,045923812156,No IMAP,80/1215
80-1217,Aluminum Cap With Paper Liner; 1/8 IP With Set Screw; Nickel Finish,100,500,$0.86,$0.78,,045923812170,No IMAP,80/1217
80-1218,Standard Keyless Socket; 1/8 IPS; Aluminum; Brite Gilt Finish; 660W; 250V; Push-In Terminal,,250,$2.75,$2.50,,045923812187,No IMAP,80/1218
80-1220,"Keyless Porcelain Socket With Snap-In Clip; 12"" AWM B/W 150C; Clip Extends 3/4"" From Socket; Unglazed; 660W; 250V",,200,$2.25,$2.10,,045923812200,No IMAP,80/1220
80-1221,Keyless Porcelain Socket w/Snap-in Clip,,200,$2.45,$2.20,,045923812217,No IMAP,80/1221
80-1222,Keyless Porcelain Socket w/Snap-in Clip,,200,$2.45,$2.20,,045923812224,No IMAP,80/1222
80-1223,"Keyless Porcelain Socket With Hickey; 18"" AWM B/W 150C; 1/8 IPS 1/2"" Hickey; CSSNP Screw Shell; Unglazed; 660W; 250V",,200,$2.80,$2.50,,045923812231,No IMAP,80/1223
80-1224,"Keyless Porcelain Socket With Hickey; 18"" AWM B/W 150C; 1/8 IPS 1-1/2"" Hickey; Aluminum Screw Shell; Unglazed; 660W; 250V",10,200,$2.75,$2.50,,045923812248,No IMAP,80/1224
80-1225,Twin Porcelain Socket With Flange Bushing Cap; 1/8 IPS Cap; CSSNP Screw Shell; Glazed; 660W; 250V; 100 Bulk Master,,100,$6.35,$6.00,,045923812255,No IMAP,80/1225
80-1226,Twin Porcelain Socket With Flange Bushing Cap; 1/8 IPS Bushing; CSSNP Screw Shell; Glazed; 660W; 250V; 100 Bulk Master,,200,$4.95,$4.55,,045923812262,No IMAP,80/1226
80-1229,"Step-On-Button; On/Off Push Switch; 2A-125V, 1A-125V, 1A-250V Rating; Black Finish; (Terminal) Length; No Wire; 1-1/4"" x 2""",,50,$13.30,$12.05,,045923812293,No IMAP,80/1229
80-1241,Full Range Table Lamp Dimmer Switch Phenolic Housing Black 300W Dimmer,,100,$6.85,$6.25,,045923812415,No IMAP,80/1241
80-1242,Aluminum Shell And Cap With Paper Liners; 1/8 IP With Set Screw; Brite Gilt Finish,,1000,$0.87,$0.79,,045923812422,No IMAP,80/1242
80-1244,Slide Dimmer; 2-Wire Floor Lamp; 500W-120V 4.3A Rated,,50,$24.95,$24.35,,045923812446,No IMAP,80/1244
80-1245,Shunted for Instant Start Ballast Applications,,100,$1.35,$1.25,,045923812453,No IMAP,80/1245
